timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1505899706164,389,Update,200,OK,Thread Group 1-6,text,true,,183,304,20,20,389,0,0
1505899687919,19093, Find all,200,OK,Thread Group 1-16,text,true,,872096,173,20,20,795,0,219
1505899687923,19119, Find all,200,OK,Thread Group 1-12,text,true,,872096,173,20,20,1273,0,237
1505899706479,788,Create,200,OK,Thread Group 1-20,text,true,,185,273,20,20,787,0,405
1505899687921,19348, Find all,200,OK,Thread Group 1-7,text,true,,872096,173,20,20,957,0,217
1505899707269,371,Create many,200,OK,Thread Group 1-20,text,true,,266,362,20,20,370,0,0
1505899707642,432,Delete,200,OK,Thread Group 1-20,,true,,38,223,20,20,432,0,0
1505899708075,609,Update,200,OK,Thread Group 1-20,text,true,,183,304,20,20,608,0,0
1505899703932,5675,Find by first name,200,OK,Thread Group 1-10,text,true,,282928,194,20,20,866,0,489
1505899704215,5643,Find by first name,200,OK,Thread Group 1-19,text,true,,282928,194,20,20,831,0,366
1505899687930,22289, Find all,200,OK,Thread Group 1-3,text,true,,872096,173,20,20,1943,0,296
1505899709608,995,Create,200,OK,Thread Group 1-10,text,true,,185,273,20,20,994,0,509
1505899709859,949,Create,200,OK,Thread Group 1-19,text,true,,185,273,20,20,948,0,571
1505899687925,22887, Find all,200,OK,Thread Group 1-18,text,true,,872096,173,20,20,2388,0,284
1505899710810,695,Create many,200,OK,Thread Group 1-19,text,true,,266,362,20,20,692,0,0
1505899711506,681,Delete,200,OK,Thread Group 1-19,,true,,38,223,20,20,681,0,0
1505899710605,1881,Create many,200,OK,Thread Group 1-10,text,true,,266,362,20,20,1377,0,0
1505899687927,24610, Find all,200,OK,Thread Group 1-14,text,true,,872096,173,20,20,1310,0,236
1505899707012,5761,Find by first name,200,OK,Thread Group 1-16,text,true,,283086,194,20,20,1146,0,364
1505899700616,12619,Find by first name,200,OK,Thread Group 1-5,text,true,,282928,194,20,20,1750,0,419
1505899687924,25410, Find all,200,OK,Thread Group 1-4,text,true,,872096,173,20,20,2179,0,255
1505899712487,849,Delete,200,OK,Thread Group 1-10,,true,,38,223,20,20,849,0,501
1505899712775,640,Create,200,OK,Thread Group 1-16,text,true,,185,273,20,20,639,0,346
1505899687927,25509, Find all,200,OK,Thread Group 1-8,text,true,,872096,173,20,20,832,0,213
1505899713337,238,Update,200,OK,Thread Group 1-10,text,true,,183,304,20,20,237,0,0
1505899713416,278,Create many,200,OK,Thread Group 1-16,text,true,,266,362,20,20,277,0,0
1505899712187,1583,Update,200,OK,Thread Group 1-19,text,true,,183,304,20,20,1583,0,1271
1505899713237,563,Create,200,OK,Thread Group 1-5,text,true,,185,273,20,20,563,0,256
1505899713695,383,Delete,200,OK,Thread Group 1-16,,true,,38,223,20,20,383,0,0
1505899713801,423,Create many,200,OK,Thread Group 1-5,text,true,,266,362,20,20,419,0,0
1505899714078,440,Update,200,OK,Thread Group 1-16,text,true,,183,304,20,20,440,0,0
1505899714225,411,Delete,200,OK,Thread Group 1-5,,true,,38,223,20,20,411,0,0
1505899714637,460,Update,200,OK,Thread Group 1-5,text,true,,183,304,20,20,460,0,0
1505899710813,4595,Find by first name,200,OK,Thread Group 1-18,text,true,,283244,194,20,20,1439,0,693
1505899687930,27835, Find all,200,OK,Thread Group 1-17,text,true,,872096,173,20,20,2211,0,245
1505899712538,3993,Find by first name,200,OK,Thread Group 1-14,text,true,,283244,194,20,20,848,0,470
1505899716532,609,Create,200,OK,Thread Group 1-14,text,true,,185,273,20,20,607,0,275
1505899715409,1935,Create,200,OK,Thread Group 1-18,text,true,,185,273,20,20,783,0,372
1505899717142,407,Create many,200,OK,Thread Group 1-14,text,true,,266,362,20,20,405,0,0
1505899717345,453,Create many,200,OK,Thread Group 1-18,text,true,,266,362,20,20,452,0,0
1505899717550,430,Delete,200,OK,Thread Group 1-14,,true,,38,223,20,20,430,0,0
1505899710219,8231,Find by first name,200,OK,Thread Group 1-3,text,true,,283165,194,20,20,1175,0,460
1505899687923,30531, Find all,200,OK,Thread Group 1-13,text,true,,872096,173,20,20,1299,0,246
1505899717981,516,Update,200,OK,Thread Group 1-14,text,true,,183,304,20,20,509,0,0
1505899707270,11258,Find by first name,200,OK,Thread Group 1-7,text,true,,283086,194,20,20,2399,0,333
1505899717799,839,Delete,200,OK,Thread Group 1-18,,true,,38,223,20,20,839,0,504
1505899718639,319,Update,200,OK,Thread Group 1-18,text,true,,183,304,20,20,306,0,0
1505899718452,666,Create,200,OK,Thread Group 1-3,text,true,,185,273,20,20,665,0,267
1505899718530,657,Create,200,OK,Thread Group 1-7,text,true,,185,273,20,20,656,0,275
1505899707042,12215,Find by first name,200,OK,Thread Group 1-12,text,true,,283086,194,20,20,1146,0,356
1505899719119,309,Create many,200,OK,Thread Group 1-3,text,true,,266,362,20,20,308,0,0
1505899719429,332,Delete,200,OK,Thread Group 1-3,,true,,38,223,20,20,332,0,0
1505899719259,640,Create,200,OK,Thread Group 1-12,text,true,,185,273,20,20,635,0,297
1505899719762,362,Update,200,OK,Thread Group 1-3,text,true,,183,304,20,20,362,0,0
1505899719900,361,Create many,200,OK,Thread Group 1-12,text,true,,266,362,20,20,361,0,0
1505899720262,287,Delete,200,OK,Thread Group 1-12,,true,,38,223,20,20,287,0,0
